"PREFERRED_NAME","CAS","QSAR_READY_SMILES","DTXSID","Structural Alert for genotoxic carcinogenicity","Structural Alert for S. typhimurium  mutagenicity","FG52_2","FG81_2","Cramer rules, with extensions","TTC_Class","Exposure.Total.Upper95","TTC_ug.kg.d","oed.AC50p5","NOAEL","TTC_MoE","OED_MoE","NOAEL_MoE"
"Pyriproxyfen","95737-68-1","CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1","DTXSID1032640","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.45e-05,1.5,0.050244415221495,10,61.2244897959184,2050.7924580202,408163.265306122
"Pyrene","129-00-0","C1=CC2=C3C(C=CC4=CC=CC(C=C2)=C34)=C1","DTXSID3024289","YES","YES","NO","NO","High (Class III)","Cramer Class III",2.32e-05,1.5,0.0163144727181113,75,64.6551724137931,703.210030953075,3232758.62068966
"Prodiamine","29091-21-2","CCCN(CCC)C1=C(C(N)=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O","DTXSID1034210","YES","YES","NO","NO","High (Class III)","Cramer Class III",2.29e-05,1.5,0.0261364800035726,NA,65.5021834061135,1141.33100452282,NA
"N-Ethyl-3-methylaniline","102-27-2","CCNC1=CC(C)=CC=C1","DTXSID4021848","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.000448668,30,0.240725070822305,NA,66.8645858407553,536.532738733997,NA
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl methacrylate","2144-53-8","CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID3047558","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.24e-05,1.5,0.592532901594806,5,66.9642857142857,26452.3616783396,223214.285714286
"Gemfibrozil","25812-30-0","CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1","DTXSID0020652","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000435001,30,0.527707761675229,NA,68.9653587003248,1213.11850242926,NA
"Phenacetin","62-44-2","CCOC1=CC=C(NC(C)=O)C=C1","DTXSID1021116","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.000413845,30,0.0204160463835096,NA,72.4909084319008,49.3325916309479,NA
"Acetyl tributyl citrate","77-90-7","CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC","DTXSID2026446","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000409661,30,1.05942472953832,100,73.2312814741945,2586.10101898476,244104.271580648
"Isoxaben","82558-50-7","CCC(C)(CC)C1=NOC(NC(=O)C2=C(OC)C=CC=C2OC)=C1","DTXSID8024159","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.04e-05,1.5,0.03266935676949,0.25,73.5294117647059,1601.43905732794,12254.9019607843
"Trifloxysulfuron-sodium","199119-58-9","COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2OCC(F)(F)F)=N1","DTXSID8040222","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.92e-05,1.5,7.67972673552618e-05,15,78.125,3.99985767475322,781250
"S-Bioallethrin","28434-00-6","CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C","DTXSID2039336","YES","YES","NO","NO","Intermediate (Class II)","Cramer Class II",0.000108765,9,0.291589641060811,2.7,82.7472072817542,2680.91427445236,24824.1621845263
"Perfluorooctanoic acid","335-67-1","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID8031865","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.71e-05,1.5,0.00118651432896673,1,87.719298245614,69.3868028635516,58479.5321637427
"Alprenolol","13655-52-2","CC(C)NCC(O)COC1=C(CC=C)C=CC=C1","DTXSID0045127","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.000329059,30,2.20345816518271,NA,91.169060867504,6696.24038601804,NA
"Imidacloprid","138261-41-3","[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1","DTXSID5032442","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.64e-05,1.5,1.64394065878289,5.7,91.4634146341463,100240.284072128,347560.975609756
"Isoproturon","34123-59-6","CC(C)C1=CC=C(NC(=O)N(C)C)C=C1","DTXSID1042077","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.00032461,30,1.26959264987687,3.2,92.4185946212378,3911.13228143578,9857.98342626536
"Lidocaine","137-58-6","CCN(CC)CC(=O)NC1=C(C)C=CC=C1C","DTXSID1045166","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000298825,30,0.00755002850242714,NA,100.393206726345,25.2657190744654,NA
"Dithiopyr","97886-45-8","CSC(=O)C1=C(N=C(C(C(=O)SC)=C1CC(C)C)C(F)(F)F)C(F)F","DTXSID9032379","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.36e-05,1.5,0.0184658739303718,0.31,110.294117647059,1357.78484782145,22794.1176470588
"Methyl 2-aminobenzoate","134-20-3","COC(=O)C1=C(N)C=CC=C1","DTXSID6025567","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.000262657,30,13.9026530624216,80.4,114.217401401828,52930.8301793655,306102.6357569
"Perfluorononanoic acid","375-95-1","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID8031863","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.3e-05,1.5,0.00247269132193383,9e-04,115.384615384615,190.207024764141,69.2307692307692
"Etoxazole","153233-91-1","CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F","DTXSID8034586","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.26e-05,1.5,0.0126576772802211,1.83,119.047619047619,1004.57756192231,145238.095238095
"Di-n-octyl phthalate","117-84-0","CCCCCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCCCCC","DTXSID1021956","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000249979,30,0.000590930709834385,36.8,120.010080846791,2.36392140873587,147212.36583873
"Dimethyl phthalate","131-11-3","COC(=O)C1=C(C=CC=C1)C(=O)OC","DTXSID3022455","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000241257,30,0.0115376609214764,750,124.348723560353,47.8231136152584,3108718.08900882
"Permethrin","52645-53-1","CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1","DTXSID8022292","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.16e-05,1.5,9.60896307869957,5,129.310344827586,828358.886094791,431034.482758621
"Potassium perfluorobutanesulfonate","29420-49-3","OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID3037707","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.11e-05,1.5,0.0141354476951268,200,135.135135135135,1273.46375631773,18018018.018018
"Acephate","30560-19-1","COP(=O)(NC(C)=O)SC","DTXSID8023846","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.11e-05,1.5,0.0956122133425825,0.12,135.135135135135,8613.71291374617,10810.8108108108
"Chlorpyrifos","2921-88-2","CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl","DTXSID4020458","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.03e-05,1.5,0.070323488045007,0.01,145.631067961165,6827.52311116573,970.873786407767
"Malathion","121-75-5","CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC","DTXSID4020791","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.01e-05,1.5,5.71256556489371,0.2,148.514851485149,565600.550979575,19801.9801980198
"Cyfluthrin","68359-37-5","CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1","DTXSID5035957","NO","NO","NO","NO","High (Class III)","Cramer Class III",9.78e-06,1.5,0.261001552141415,2.36,153.374233128834,26687.2752700833,241308.793456033
"Trichlorfon","52-68-6","COP(=O)(OC)C(O)C(Cl)(Cl)Cl","DTXSID0021389","YES","YES","NO","NO","High (Class III)","Cramer Class III",9.47e-06,1.5,0.34927854886714,0.2,158.394931362196,36882.6345160655,21119.3241816262
"4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline","10081-67-1","CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1","DTXSID0027721","NO","NO","NO","NO","High (Class III)","Cramer Class III",8.81e-06,1.5,0.000776304538143835,40,170.261066969353,88.1162926383468,4540295.11918275
"Dicrotophos","141-66-2","COP(=O)(OC)OC(C)=CC(=O)N(C)C","DTXSID9023914","YES","YES","NO","YES","High (Class III)","Anti-cholinesterase",1.72e-06,0.3,0.290914076669908,0.02,174.418604651163,169136.091087156,11627.9069767442
"1,2-Benzenedicarboxylic acid, dibutyl ester","84-74-2","CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC","DTXSID2021781","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000171172,30,0.257774122994547,0.11,175.262309256187,1505.93626875042,642.628467272685
"Rimsulfuron","122931-48-0","CCS(=O)(=O)C1=CC=CN=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1","DTXSID1032642","NO","NO","NO","NO","High (Class III)","Cramer Class III",8.48e-06,1.5,0.0646883637689613,1.6,176.88679245283,7628.34478407563,188679.245283019
"p,p'-DDD","72-54-8","ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1","DTXSID4020373","YES","YES","NO","NO","High (Class III)","Cramer Class III",8.28e-06,1.5,0.00157210987121901,0.01,181.159420289855,189.868341934663,1207.72946859903
"Isoproterenol hydrochloride","51-30-9","CC(C)NCC(O)C1=CC=C(O)C(O)=C1","DTXSID6025486","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000154786,30,0.000608620381769866,NA,193.815978189242,3.93201182128788,NA
"Acetaminophen","103-90-2","CC(=O)NC1=CC=C(O)C=C1","DTXSID2020006","YES","YES","NO","NO","Low (Class I)","Cramer Class I",0.0001408,30,0.0225283495054416,30,213.068181818182,160.002482282966,213068.181818182
"FD&C Green No. 3","2353-45-9","CCN(CC1=CC(=CC=C1)S(O)(=O)=O)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC1=CC(=CC=C1)S(O)(=O)=O)C1=C(C=C(O)C=C1)S(O)(=O)=O","DTXSID3020673","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000140181,30,0.0353423710087073,500,214.009031181116,252.119552640567,3566817.18635193
"Trifluralin","1582-09-8","CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O","DTXSID4021395","YES","YES","NO","NO","High (Class III)","Cramer Class III",6.72e-06,1.5,0.76033684411922,0.8,223.214285714286,113145.363708217,119047.619047619
"Tralkoxydim","87820-88-0","CCON=C(CC)C1C(=O)CC(CC1=O)C1=C(C)C=C(C)C=C1C","DTXSID1034973","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.00011226,30,0.00110844222409375,0.5,267.236771779797,9.8738840557077,4453.94619632995
"DEET","134-62-3","CCN(CC)C(=O)C1=CC=CC(C)=C1","DTXSID2021995","NO","NO","NO","NO","Low (Class I)","Cramer Class I",0.000110664,30,0.297597297987564,25,271.09086965951,2689.19701065896,225909.058049592
"Carbofuran","1563-66-2","CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2","DTXSID9020249","NO","NO","YES","NO","High (Class III)","Anti-cholinesterase",1.09e-06,0.3,0.0139401056447265,0.1,275.229357798165,12789.0877474555,91743.1192660551
"Clotrimazole","23593-75-1","ClC1=C(C=CC=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1","DTXSID7029871","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.65e-06,1.5,0.14531664435205,NA,322.58064516129,31250.8912585055,NA
"Difenoconazole","119446-68-3","CC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(OC2=CC=C(Cl)C=C2)C=C1","DTXSID4032372","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.6e-06,1.5,0.0240742680131255,0.96,326.086956521739,5233.53652459249,208695.652173913
"Metalaxyl","57837-19-1","COCC(=O)N(C(C)C(=O)OC)C1=C(C)C=CC=C1C","DTXSID6024175","NO","NO","NO","NO","Low (Class I)","Cramer Class I",8.93e-05,30,0.0515148992640282,7.8,335.946248600224,576.874571825623,87346.0246360582
"all-trans-Retinoic acid","302-79-4","CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O","DTXSID7021239","NO","NO","NO","NO","Low (Class I)","Cramer Class I",8.66e-05,30,0.0185680678761014,NA,346.420323325635,214.411869239046,NA
"Perfluoroundecanoic acid","2058-94-8","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID8047553","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.02e-06,1.5,0.00306278719745208,NA,373.134328358209,761.887362550269,NA
"Penoxsulam","219714-96-2","COC1=CN=C(OC)N2N=C(NS(=O)(=O)C3=C(C=CC=C3OCC(F)F)C(F)(F)F)N=C12","DTXSID0034803","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.94e-06,1.5,9.48450498922951e-05,14.7,380.710659898477,24.0723476883998,3730964.46700508
"4-(1,1,3,3-Tetramethylbutyl)phenol","140-66-9","CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1","DTXSID9022360","NO","NO","NO","NO","Low (Class I)","Cramer Class I",7.3e-05,30,0.0659551657222714,1,410.958904109589,903.495420853034,13698.6301369863
"Chlorophacinone","3691-35-8","ClC1=CC=C(C=C1)C(C(=O)C1C(=O)C2=C(C=CC=C2)C1=O)C1=CC=CC=C1","DTXSID2032348","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.43e-06,1.5,0.00089280131201677,0.01,437.31778425656,260.291927701682,2915.45189504373
"Eosin","15086-94-9","OC1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=CC=CC=C13)C1=CC(Br)=C(O)C(Br)=C1O2","DTXSID0025234","YES","YES","NO","NO","High (Class III)","Cramer Class III",3.25e-06,1.5,0.0865595579120849,1000,461.538461538462,26633.7101267953,307692307.692308
"o,p'-DDT","789-02-6","ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl","DTXSID6022345","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.66e-06,1.5,1.24132109349128,10,563.90977443609,466662.065222286,3759398.4962406
"Allethrin","28434-00-6","CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C","DTXSID8035180","YES","YES","NO","NO","Intermediate (Class II)","Cramer Class II",1.35e-05,9,0.000686045815472695,5.9,666.666666666667,50.818208553533,437037.037037037
"Octrizole","3147-75-9","CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1","DTXSID9027522","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.23e-06,1.5,0.0868809730668983,142,672.645739910314,38960.0776084746,63677130.0448431
"Fenthion","55-38-9","COP(=S)(OC)OC1=CC(C)=C(SC)C=C1","DTXSID8020620","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.18e-06,1.5,0.043682156204574,0.03,688.073394495413,20037.6863323734,13761.4678899083
"Perfluorodecanoic acid","335-76-2","OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID3031860","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.91e-06,1.5,0.0056657223796034,0.3,785.340314136126,2966.34679560387,157068.062827225
"5-Amino-2-methylphenol","2835-95-2","CC1=C(O)C=C(N)C=C1","DTXSID9024489","YES","YES","NO","NO","Low (Class I)","Cramer Class I",3.76e-05,30,1.57456555485152,180,797.872340425532,41876.7434800935,4787234.04255319
"Chlorethoxyfos","54593-83-8","CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl","DTXSID2032344","YES","YES","NO","NO","High (Class III)","Cramer Class III",1.82e-06,1.5,3.08603954069344,0.01375,824.175824175824,1695626.12126013,7554.94505494505
"Pentachloronitrobenzene","82-68-8","[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl","DTXSID2021105","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.8e-06,1.5,3.18434146465207,1,833.333333333333,1769078.59147337,555555.555555556
"Metolachlor","51218-45-2","CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1","DTXSID4022448","YES","YES","NO","NO","High (Class III)","Cramer Class III",1.58e-06,1.5,0.0641456831285306,8.77,949.367088607595,40598.5336256523,5550632.9113924
"Nonane","111-84-2","CCCCCCCCC","DTXSID9025796","NO","NO","NO","NO","Low (Class I)","Cramer Class I",2.82e-05,30,0.0536677309570297,100,1063.82978723404,1903.11102684502,3546099.29078014
"Alachlor","15972-60-8","CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl","DTXSID1022265","YES","YES","NO","NO","High (Class III)","Cramer Class III",1.37e-06,1.5,0.0964398787212103,0.5,1094.89051094891,70394.0720592776,364963.503649635
"Carbosulfan","55285-14-8","CCCCN(CCCC)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1","DTXSID5023950","NO","NO","YES","NO","High (Class III)","Anti-cholinesterase",2.44e-07,0.3,0.312130481218749,2,1229.50819672131,1279223.2836834,8196721.31147541
"Fluorene","86-73-7","C1C2=C(C=CC=C2)C2=C1C=CC=C2","DTXSID8024105","YES","YES","NO","NO","High (Class III)","Cramer Class III",9.4e-07,1.5,0.120466870346779,120,1595.74468085106,128156.245049765,127659574.468085
"Pirimiphos-methyl","29232-93-7","CCN(CC)C1=NC(OP(=S)(OC)OC)=CC(C)=N1","DTXSID0024266","YES","YES","NO","NO","High (Class III)","Cramer Class III",7.68e-07,1.5,0.0483480014380552,2,1953.125,62953.1268724677,2604166.66666667
"Fenitrothion","122-14-5","COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O","DTXSID4032613","YES","YES","NO","NO","High (Class III)","Cramer Class III",7.16e-07,1.5,0.00338164192285569,0.125,2094.97206703911,4722.96357940739,174581.005586592
"2,4,5-Trichlorophenoxyacetic acid","93-76-5","OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1","DTXSID5021388","NO","NO","NO","NO","High (Class III)","Cramer Class III",5.74e-07,1.5,0.0019704433694267,3,2613.24041811847,3432.82816973293,5226480.83623693
"Azinphos-methyl","86-50-0","COP(=S)(OC)SCN1N=NC2=C(C=CC=C2)C1=O","DTXSID3020122","NO","NO","NO","NO","High (Class III)","Cramer Class III",5.57e-07,1.5,0.401868037864922,0.125,2692.99820466786,721486.602989089,224416.517055655
"Oxyfluorfen","42874-03-3","CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O","DTXSID7024241","YES","YES","NO","NO","High (Class III)","Cramer Class III",5.56e-07,1.5,0.00142074906519029,2.17,2697.84172661871,2555.30407408326,3902877.69784173
"Coumaphos","56-72-4","CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2","DTXSID2020347","YES","YES","NO","NO","High (Class III)","Cramer Class III",5.5e-07,1.5,0.0116011136045703,0.024,2727.27272727273,21092.9338264914,43636.3636363636
"Heptachlor","76-44-8","ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl","DTXSID3020679","NO","NO","NO","NO","High (Class III)","Cramer Class III",5.45e-07,1.5,0.30829931541147,0.03,2752.29357798165,565686.817268752,55045.871559633
"Terbufos","13071-79-9","CCOP(=S)(OCC)SCSC(C)(C)C","DTXSID2022254","NO","NO","NO","NO","High (Class III)","Cramer Class III",5.27e-07,1.5,0.131559775472406,0.0025,2846.29981024668,249639.042642137,4743.8330170778
"Phorate","298-02-2","CCOP(=S)(OCC)SCSCC","DTXSID4032459","NO","NO","NO","NO","High (Class III)","Cramer Class III",5.15e-07,1.5,0.0013298829272852,0.01,2912.6213592233,2582.29694618485,19417.4757281553
"Prosulfuron","94125-34-5","COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(CCC(F)(F)F)C=CC=C2)=N1","DTXSID9034868","NO","NO","NO","NO","High (Class III)","Cramer Class III",5.13e-07,1.5,0.00344184879245815,1.95,2923.97660818713,6709.25690537651,3801169.59064327
"Isoeugenol","97-54-1","COC1=CC(C=CC)=CC=C1O","DTXSID7022413","NO","NO","NO","NO","Low (Class I)","Cramer Class I",1.01e-05,30,0.0946991110892836,37.5,2970.29702970297,9376.14961280035,3712871.28712871
"Dimethoate","60-51-5","CNC(=O)CSP(=S)(OC)OC","DTXSID7020479","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.68e-07,1.5,2.05297800596034,0.05,3205.12820512821,4386705.1409409,106837.606837607
"Metsulfuron-methyl","74223-64-6","COC(=O)C1=C(C=CC=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=NC(C)=N1","DTXSID6023864","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.54e-07,1.5,0.131774444016256,25,3303.96475770925,290252.079330961,55066079.2951542
"Methyl parathion","298-00-0","COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O","DTXSID1020855","YES","YES","NO","NO","High (Class III)","Cramer Class III",4.46e-07,1.5,0.0486381124734815,0.025,3363.22869955157,109054.063841887,56053.8116591928
"N-Ethylperfluorooctanesulfonamide","4151-50-2","CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","DTXSID1032646","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.4e-07,1.5,1.76287088491791,NA,3409.09090909091,4006524.7384498,NA
"Endosulfan","115-29-7","ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl","DTXSID1020560","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.79e-07,1.5,0.00156020800673376,0.08,3957.78364116095,4116.64381723948,211081.794195251
"Parathion","56-38-2","CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O","DTXSID7021100","YES","YES","NO","NO","High (Class III)","Cramer Class III",3.53e-07,1.5,0.00315406083401058,0.0024,4249.29178470255,8935.01652694215,6798.86685552408
"Chlorpyrifos-methyl","5598-13-0","COP(=S)(OC)OC1=NC(Cl)=C(Cl)C=C1Cl","DTXSID6032352","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.12e-07,1.5,0.104978056885699,0.1,4807.69230769231,336468.131043906,320512.820512821
"Methidathion","950-37-8","COC1=NN(CSP(=S)(OC)OC)C(=O)S1","DTXSID5020819","NO","NO","NO","NO","High (Class III)","Cramer Class III",3.05e-07,1.5,0.101800405552687,0.1,4918.03278688525,333771.821484219,327868.852459016
"EPN","2104-64-5","CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1","DTXSID7022174","YES","YES","NO","NO","High (Class III)","Cramer Class III",2.81e-07,1.5,0.00900488978505692,NA,5338.07829181495,32045.871121199,NA
"Acetochlor","34256-82-1","CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C","DTXSID8023848","YES","YES","NO","NO","High (Class III)","Cramer Class III",2.79e-07,1.5,0.647476282256136,2,5376.34408602151,2320703.52063131,7168458.78136201
"Phosmet","732-11-6","COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O","DTXSID5024261","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.49e-07,1.5,0.227260124700137,1,6024.09638554217,912691.263855973,4016064.25702811
"Sulfotepp","3689-24-5","CCOP(=S)(OCC)OP(=S)(OCC)OCC","DTXSID7024328","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.42e-07,1.5,0.202168507846886,NA,6198.34710743802,835407.057218538,NA
"Ethion","563-12-2","CCOP(=S)(OCC)SCSP(=S)(OCC)OCC","DTXSID2024086","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.08e-07,1.5,0.00302428641150384,0.026,7211.53846153846,14539.8385168454,125000
"Pentachlorophenol","87-86-5","OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl","DTXSID7021106","NO","NO","NO","NO","High (Class III)","Cramer Class III",6.8e-08,1.5,0.0443481511490408,0.11,22058.8235294118,652178.693368247,1617647.05882353
"1,2,3,4,5,6-Hexachlorocyclohexane","58-89-9","ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl","DTXSID7020687","NO","NO","NO","NO","High (Class III)","Cramer Class III",2.45e-09,1.5,0.00305840026125775,0.01,612244.897959184,1248326.63724806,4081632.65306122
"Lindane","58-89-9","ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl","DTXSID2020686","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.87e-09,1.5,0.000787901168451718,0.087,802139.037433155,421337.523236213,46524064.171123
"Dieldrin","60-57-1","ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl","DTXSID9020453","YES","YES","NO","NO","High (Class III)","Cramer Class III",1.41e-09,1.5,1.27360676669705e-05,0.005,1063829.78723404,9032.67210423439,3546099.29078014
"DDT","50-29-3","ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl","DTXSID4020375","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.1e-09,1.5,4.94051487577985,0.003,1363636.36363636,4491377159.79987,2727272.72727273
"Endrin","60-57-1","ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl","DTXSID6020561","YES","YES","NO","NO","High (Class III)","Cramer Class III",1.01e-09,1.5,0.000571836053229872,0.01,1485148.51485149,566174.310128586,9900990.0990099
"Aldrin","309-00-2","ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl","DTXSID8020040","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.77e-10,1.5,0.00154359571259725,0.04,3144654.08805031,3236049.71194391,83857442.3480084
"2,2',4,4',5,5'-Hexachlorobiphenyl","35065-27-1","ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl","DTXSID2032180","NO","NO","NO","NO","High (Class III)","Cramer Class III",1.11e-12,1.5,0.00551141265479978,NA,1351351351.35135,4965236625.94574,NA
"Mirex","2385-85-5","ClC12C3(Cl)C4(Cl)C5(Cl)C(Cl)(C1(Cl)C4(Cl)Cl)C2(Cl)C(Cl)(Cl)C35Cl","DTXSID7020895","NO","NO","NO","NO","High (Class III)","Cramer Class III",4.19e-13,1.5,0.000315911544707595,0.07,3579952267.3031,753965500.495452,167064439140.811
