DTXSID,CASRN,Name,pod.nam.95,pod.nam.50,pod.ratio.95,pod.ratio.50,ber.95,ber.50,ber.95.pod.50,ber.50.pod.50,log.AED.5,log.AED.50,log.AED.95,log.AED.hipptox.50,log.AED.hipptox.95,log.max.AED,log.expo.50,log.expo.95,log.p5.POD,log.p95.POD,log.min.pod,log.max.pod,log.med.pod,AED_5,AED_50,AED_95,AED_hipptox_50,AED_hipptox_95,max_AED,min.POD,mean.POD,med.POD,max.POD,p5.POD,p95.POD,expocast.total.med,expocast.total.95,log.ttc.mkd,ttc.label,pod.ratio.95.binary,pod.ratio.50.binary,ttc.ratio.95,ttc.ratio.50,log.hed.5,hed.pod.ratio.95,hed.pod.ratio.50
DTXSID3020465,56-53-1,Diethylstilbestrol,-4.440938606,-3.273516751,1.554881958,0.387460103,0.385875126,2.228647621,1.553296981,3.396069476,-2.603388883,-3.273516751,-4.440938606,,,0.303720094,-6.669586227,-4.826813732,-2.886056648,-1.522878745,-2.886056648,-1.522878745,-2,0.002492362,0.000532701,3.62294E-05,,,2.012426808,0.0013,0.016284615,0.01,0.03,0.0013,0.03,0.000000214,0.0000149,-2.823908741,1.5,1,1,-1.617029865,-0.44960801,-3.977571629,0.463366977,-0.704054878
DTXSID2020347,56-72-4,Coumaphos,-2.392677508,-1.20166993,0.790617517,-0.400390061,2.850686383,4.53913663,4.041693962,5.730144208,-0.508639399,-1.20166993,-2.392677508,,,0.083534898,-6.931814138,-5.243363892,-1.602059991,0.477121255,-1.619788758,0.477121255,0,0.30999922,0.062853587,0.004048764,,,1.212090082,0.024,1.103217391,1,3,0.025,3,0.000000117,0.00000571,-5.602059991,0.0025,1,0,3.209382483,4.400390061,-1.945386945,0.447290563,-0.743717015
DTXSID7032345,56-95-1,Chlorhexidine diacetate,-2.666782974,-1.63804369,3.860741952,2.832002668,1.32101273,3.529077593,2.349752013,4.557816877,-1.224736984,-1.63804369,-2.666782974,,,-1.242567131,-6.195860568,-3.987795704,1.193958978,1.795880017,1.193958978,1.795880017,1.494850022,0.0596023,0.023012103,0.002153858,,,0.057204852,15.63,36.46,31.25,62.5,15.63,62.5,0.000000637,0.00010285,-2.823908741,1.5,1,1,0.157125767,1.18586505,0.403473993,3.070256967,2.041517683
DTXSID2024086,563-12-2,Ethion,-1.808118144,-0.652662259,0.223091492,-0.932364393,3.26760257,5.042662743,4.423058455,6.198118629,-0.012341435,-0.652662259,-1.808118144,,,0.218051694,-6.850780887,-5.075720714,-1.585026652,0.982271233,-1.585026652,0.982271233,-0.22184875,0.971982767,0.222503958,0.015555424,,,1.652158443,0.026,1.440052632,0.6,9.6,0.026,9.6,0.000000141,0.0000084,-3.522878745,0.3,1,0,1.714760601,2.870216487,-1.851829387,-0.043711243,-1.199167128
DTXSID6023600,57-24-9,Strychnine,0.431471267,0.92775288,-0.033531258,-0.529812871,6.246779836,8.137005041,6.743061449,8.633286654,1.367874847,0.92775288,0.431471267,,,1.584213819,-7.705533774,-5.815308569,0.397940009,0.397940009,0.397940009,0.397940009,0.397940009,23.32785713,8.467454664,2.700668426,,,38.38962055,2.5,2.5,2.5,2.5,2.5,2.5,1.97E-08,0.00000153,-2.823908741,1.5,0,0,3.255380008,3.751661621,-0.392544977,-0.824016244,-1.320297857
DTXSID8020541,57-41-0,"5,5-Diphenylhydantoin",-0.536553524,-0.084750964,1.848307385,1.396504825,4.916903813,6.904737906,5.368706373,7.356540466,0.380229079,-0.084750964,-0.536553524,,,0.731617145,-7.441291429,-5.453457337,1.311753861,2.369957607,1.311753861,2.369957607,2,2.400098573,0.822714281,0.290700967,,,5.390352228,20.5,107.1083333,100,234.4,20.5,234.4,3.62E-08,0.00000352,-2.823908741,1.5,1,1,2.287355217,2.739157777,0.22023888,0.756792404,0.304989844
DTXSID5020576,57-63-6,17alpha-Ethinylestradiol,-6.261056512,-5.29111126,2.261056512,1.29111126,-0.838548312,1.236516368,0.13139694,2.20646162,-4.833294017,-5.29111126,-6.261056512,,,-1.449537112,-7.49757288,-5.4225082,-4,-2,-4,-2,-2.408935393,1.46793E-05,5.11551E-06,5.48206E-07,,,0.035519176,0.0001,0.004200714,0.0039,0.01,0.0001,0.01,3.18E-08,0.00000378,-2.045757491,9,1,1,-4.215299022,-3.245353769,-4.790484985,1.470571527,0.500626275
DTXSID3022370,57-83-0,Progesterone,-2.251829458,-1.155266979,4.251829458,3.155266979,3.093994,5.160459577,4.190556479,6.257022056,-0.599611162,-1.155266979,-2.251829458,,,0.490257789,-7.412289035,-5.345823458,2,2,2,2,2,0.251413641,0.069941191,0.005599775,,,3.09213032,100,100,100,100,100,100,3.87E-08,0.00000451,,Exclusion,1,1,,,1.209515015,3.461344473,2.364781994
DTXSID9036515,57-85-2,Testosterone propionate,-2.848108764,-1.780757114,2.547078769,1.479727118,1.831744949,3.674769981,2.8990966,4.742121631,-1.240264263,-1.780757114,-2.848108764,,,1.311137716,-6.522878745,-4.679853714,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.05750899,0.016566962,0.001418702,,,20.47093674,0.5,0.5,0.5,0.5,0.5,0.5,0.0000003,0.0000209,,Exclusion,1,1,,,-1.091514981,1.756593783,0.689242133
DTXSID9024063,576-26-1,"2,6-Dimethylphenol",0.390061797,0.956118826,-1.611910547,-2.177967576,4.824213978,6.730145597,5.390271008,7.296202626,1.373848309,0.956118826,0.390061797,,,1.556867727,-6.3400838,-4.434152181,-1.22184875,2.73239376,-1.22184875,2.73239376,1.113943352,23.65093468,9.038967531,2.455058228,,,36.04688381,0.06,90.705,13,540,0.06,540,0.000000457,0.0000368,-1.522878745,30,0,0,1.912940542,2.478997572,-2.012333735,-2.402395532,-2.968452561
DTXSID8022959,577-11-7,Docusate sodium,-0.236174225,0.805454234,1.71329548,0.671667021,1.739656584,3.657689295,2.781285043,4.699317754,1.356532007,0.805454234,-0.236174225,,,0.894486337,-3.89386352,-1.975830809,1.477121255,3,1.477121255,3,2.698970004,22.72647123,6.38931403,0.58053148,,,7.843074444,30,467.6470588,500,1000,30,1000,0.000127684,0.010572293,-1.522878745,30,1,1,1.28670452,2.328332979,0.908485019,1.144659244,0.103030785
DTXSID6024175,57837-19-1,Metalaxyl,-1.465018938,-1.086078025,2.334837146,1.955896233,3.824017943,5.53846939,4.202958856,5.917410303,-0.767969105,-1.086078025,-1.465018938,,,1.153965809,-7.003488328,-5.289036881,0.869818208,2.397940009,0.795880017,2.602059991,1.486146997,0.170620376,0.082020417,0.034275284,,,14.25495362,6.25,64.18903226,30.63,400,7.41,250,9.92E-08,0.00000514,-2.823908741,1.5,1,1,1.358889803,1.737830716,0.303811412,1.76883035,1.389889437
DTXSID6027218,579-66-8,"2,6-Diethylaniline",0.024654129,0.654627693,2.674315875,2.044342311,4.97933115,6.698318268,5.609304715,7.328291833,1.177885159,0.654627693,0.024654129,,,1.120253988,-6.673664139,-4.954677021,2.698970004,2.698970004,2.698970004,2.698970004,2.698970004,15.06208724,4.514687489,1.058410475,,,13.19027919,500,500,500,500,500,500,0.000000212,0.0000111,-2.823908741,1.5,1,1,2.84856287,3.478536434,1.908485019,1.88383089,1.253857325
DTXSID0020232,58-08-2,Caffeine,-0.593474141,-0.070833913,2.371625391,1.848985164,2.096642214,4.012074178,2.619282442,4.534714406,0.356995195,-0.070833913,-0.593474141,,,1.493909775,-4.605548319,-2.690116355,1.77815125,2.45484486,1.462397998,2.45484486,2.096910013,2.275072259,0.849505288,0.254991591,,,31.18241702,29,140.425,125,285,60,285,0.0000248,0.002041191,-2.823908741,1.5,1,1,2.2304346,2.753074828,0.848004271,1.441478413,0.918838185
DTXSID9021217,58-14-0,Pyrimethamine,-1.021960356,-0.457054553,1.45332412,0.888418317,3.906157637,5.674843587,4.47106344,6.23974939,0.043207297,-0.457054553,-1.021960356,,,0.975713257,-6.696803943,-4.928117993,0.431363764,2.176091259,0.431363764,2.176091259,1.054995862,1.104605743,0.349096462,0.095069157,,,9.456126145,2.7,33.01666667,11.35,150,2.7,150,0.000000201,0.0000118,-5.602059991,0.0025,1,1,4.580099636,5.145005438,-0.359121221,0.662839134,0.097933332
DTXSID1033664,58-18-4,17-Methyltestosterone,-4.45962281,-3.770455894,5.23777406,4.548607145,0.410043422,2.243712,1.099210337,2.932878915,-3.256061229,-3.770455894,-4.45962281,,,0.375042074,-6.70333481,-4.869666232,0.77815125,2.77815125,0.698970004,2.77815125,1.903089987,0.000554548,0.000169646,3.47038E-05,,,2.371603455,5,143.6304348,80,600,6,600,0.000000198,0.0000135,,Exclusion,1,1,,,0.511348515,4.970971325,4.28180441
DTXSID5021336,58-55-9,Theophylline,-1.355404756,-0.924971479,2.230466019,1.800032742,4.188229211,6.282867408,4.618662488,6.713300685,-0.545040907,-0.924971479,-1.355404756,0.491389604,0.056711196,1.409050603,-7.638272164,-5.543633967,0.875061263,2.903089987,0.875061263,2.929418926,2.176091259,0.285074974,0.118858028,0.04411591,3.100199231,1.139491778,25.6478286,7.5,222.8411765,150,850,7.5,800,0.000000023,0.00000286,-2.823908741,1.5,1,1,1.468503985,1.898937262,0.084576278,1.439981034,1.009547757
DTXSID2020713,58-93-5,Hydrochlorothiazide,-2.965055787,-1.903109042,3.965055787,2.903109042,2.385609355,4.529794235,3.447556099,5.59174098,-1.50483823,-1.903109042,-2.965055787,,,-1.395944488,-7.494850022,-5.350665141,1,3.477121255,1,3.875061263,2,0.03127244,0.012499452,0.001083788,,,0.040184217,10,890.81,100,7500,10,3000,0.000000032,0.00000446,-2.823908741,1.5,1,1,-0.141147046,0.920799699,0.209515015,3.174570801,2.112624057
DTXSID8035180,584-79-2,Allethrin,-3.149572027,-2.170945414,3.927723278,2.949096664,2.511971479,4.627711501,3.490598093,5.606338115,-1.73778055,-2.170945414,-3.149572027,,,-1.47228355,-7.777283529,-5.661543506,0.77815125,3.182414652,0.770852012,3.182414652,2.007747778,0.018290242,0.006746128,0.000708644,,,0.033706717,5.9,334.80625,101.8,1522,6,1522,1.67E-08,0.00000218,-5.602059991,0.0025,1,1,2.452487964,3.431114578,0.02905895,3.178630977,2.200004364
DTXSID5020944,59-87-0,Nitrofurazone,-2.574172494,-1.632850982,3.449233758,2.507912246,2.815167343,5.0142078,3.756488855,5.955529312,-1.223317115,-1.632850982,-2.574172494,,,-1.762219215,-7.588380294,-5.389339837,0.875061263,2.273001272,0.875061263,2.698970004,1.944975908,0.05979748,0.023288902,0.0026658,,,0.017289434,7.5,83.98023256,88.1,500,7.5,187.5,2.58E-08,0.00000408,-5.602059991,0.0025,1,1,3.027887497,3.969209009,0.084576278,2.658748772,1.71742726
DTXSID8024317,5902-51-2,Terbacil,-0.866864218,-0.323999651,0.963774231,0.420909664,4.476079929,6.256340805,5.018944496,6.799205373,0.158097672,-0.323999651,-0.866864218,,,0.78433046,-7.123205024,-5.342944147,0.096910013,3.030356805,0.096910013,3.030356805,2.445604203,1.439122197,0.474242366,0.135873819,,,6.08597915,1.25,505.6818182,279,1072.4,1.25,1072.4,7.53E-08,0.00000454,-5.602059991,0.0025,1,1,4.735195773,5.27806034,-0.64435695,0.222507269,-0.320357299
DTXSID0032578,59669-26-0,Thiodicarb,0.067442094,1.01876148,0.576010582,-0.375308804,5.299544478,7.046252795,6.250863864,7.997572181,1.499732594,1.01876148,0.067442094,,,1.733206298,-6.978810701,-5.232102384,0.643452676,3,-0.301029996,3,1.841984805,31.60331163,10.44146604,1.167997987,,,54.10112518,0.5,174.3189189,69.5,1000,4.4,1000,0.000000105,0.00000586,-2.823908741,1.5,1,0,2.891350835,3.842670221,-0.137272472,-0.204714566,-1.156033952
DTXSID8024107,59756-60-4,Fluridone,-0.433398978,0.27955095,1.336488965,0.623539037,4.747715608,6.49841516,5.460665535,7.211365088,0.774534041,0.27955095,-0.433398978,,,1.015273333,-6.931814138,-5.181114585,0.903089987,2.875061263,0.903089987,2.875061263,1.907411361,5.950233945,1.903491534,0.368638782,,,10.35793862,8,128.3987097,80.8,750,8,750,0.000000117,0.00000659,-5.602059991,0.0025,1,1,5.168661013,5.881610941,0.209515015,0.642913992,-0.070035935
DTXSID3022536,599-64-4,4-Cumylphenol,-1.198464136,-0.172450904,2.89743414,1.871420908,3.073994607,5.030683852,4.100007839,6.056697084,0.410152564,-0.172450904,-1.198464136,,,0.457252103,-6.229147988,-4.272458743,1.698970004,2.477121255,1.698970004,2.477121255,2.477121255,2.571298901,0.672278304,0.063319265,,,2.865841078,50,200,300,300,50,300,0.00000059,0.0000534,-2.823908741,1.5,1,1,1.625444605,2.651457837,0.908485019,2.106949155,1.080935923
DTXSID0021256,599-79-1,Sulfasalazine,-1.967882491,-0.951594741,4.068253036,3.051965286,2.5818684,4.580331073,3.59815615,5.596618823,-0.342086395,-0.951594741,-1.967882491,,,-0.64528425,-6.548213564,-4.549750892,2.100370545,3.431363764,1.924279286,3.431363764,2.602059991,0.454897558,0.111790593,0.010767565,,,0.226316256,84,974.40875,400,2700,126,2700,0.000000283,0.0000282,-5.602059991,0.0025,1,1,3.6341775,4.65046525,1.30988556,3.277768051,2.261480301
DTXSID7020479,60-51-5,Dimethoate,-0.665770205,-0.140651546,-0.635259791,-1.160378449,3.482360194,5.377581216,4.007478853,5.902699875,0.256781978,-0.140651546,-0.665770205,,,1.932978316,-6.043351421,-4.148130399,-1.301029996,1.477121255,-1.301029996,1.477121255,0.698970004,1.806267128,0.723349947,0.215888642,,,85.69950553,0.05,12.17090909,5,30,0.05,30,0.000000905,0.0000711,-3.522878745,0.3,0,0,2.85710854,3.382227199,-2.091514981,-1.425744776,-1.950863435
DTXSID9020453,60-57-1,Dieldrin,-3.004312426,-1.993922147,0.703282431,-0.307107848,2.069345127,3.871835933,3.079735406,4.882226212,-1.582054418,-1.993922147,-3.004312426,,,-1.477081791,-6.876148359,-5.073657553,-2.301029996,1.204119983,-2.301029996,1.204119983,-0.124938737,0.02617855,0.010140932,0.000990119,,,0.033336362,0.005,4.161862069,0.75,16,0.005,16,0.000000133,0.00000844,-5.602059991,0.0025,1,0,2.597747565,3.608137844,-3.091514981,-0.087202555,-1.097592834
DTXSID2032390,60168-88-9,Fenarimol,-2.046694495,-1.041749956,1.949784482,0.944839943,2.95854856,4.896400653,3.963493099,5.901345193,-0.484834544,-1.041749956,-2.046694495,,,-0.067382864,-6.943095149,-5.005243055,-0.096910013,2.096910013,-0.22184875,2.096910013,1.333447274,0.327465427,0.090834336,0.008980603,,,0.856282634,0.6,40.926,21.55,125,0.8,125,0.000000114,0.00000988,-2.823908741,1.5,1,1,0.777214246,1.782158785,-0.887394998,1.159299497,0.154354958
DTXSID8024280,60207-90-1,Propiconazole,-0.871205123,-0.182348504,1.302568887,0.613712268,4.880821611,6.734343196,5.56967823,7.423199815,0.2779607,-0.182348504,-0.871205123,2.078991268,1.363357972,1.315492128,-7.605548319,-5.752026734,0.431363764,2.603036056,0.096910013,2.664388093,2.031812271,1.896534294,0.657130305,0.134522484,119.9475187,23.08649335,20.67721901,1.25,191.6951282,107.6,461.73,2.7,400.9,2.48E-08,0.00000177,-2.823908741,1.5,1,1,1.952703618,2.641560237,-0.169892722,0.701312401,0.012455782
DTXSID1021087,604-75-1,Oxazepam,-2.365328962,-1.820646932,3.444510208,2.899828178,2.925401077,5.118797194,3.470083107,5.663479224,-1.298319727,-1.820646932,-2.365328962,,,0.500147671,-7.484126156,-5.290730039,1.079181246,3.257678575,1.079181246,3.257678575,2.799340549,0.050313007,0.015113083,0.004311923,,,3.163353098,12,748.2777778,630,1810,12,1810,3.28E-08,0.00000512,-2.823908741,1.5,1,1,0.458579779,1.003261809,-0.012333735,2.352995227,1.808313197
DTXSID5020528,606-20-2,"2,6-Dinitrotoluene",1.183772794,1.77848808,-0.581712802,-1.176428089,6.226644596,8.050233885,6.821359883,8.644949172,2.21499663,1.77848808,1.183772794,,,1.863262575,-6.866461092,-5.042871802,0.602059991,2.475671188,0.477121255,2.475671188,1.556302501,164.0577041,60.04655282,15.26767103,,,72.9898674,3,72.17857143,36,299,4,299,0.000000136,0.00000906,-5.602059991,0.0025,0,0,6.785832785,7.380548072,-0.050122296,-1.23389509,-1.828610376
DTXSID7024247,608-93-5,Pentachlorobenzene,-1.058419736,0.085822751,1.275903681,0.131661194,4.768393995,6.765489005,5.912636482,7.909731492,0.750016073,0.085822751,-1.058419736,,,0.245700146,-7.823908741,-5.826813732,0.217483944,0.919078092,0.217483944,0.919078092,0.217483944,5.623621373,1.218492192,0.087413853,,,1.760759929,1.65,4.5,1.65,8.3,1.65,8.3,0.000000015,0.00000149,-2.823908741,1.5,1,1,1.765489005,2.909731492,-0.573001041,0.485418695,-0.658823792
DTXSID9022445,620-92-8,Bis(4-hydroxyphenyl)methane,-2.342579333,-1.212095574,3.643609329,2.513125569,2.770366289,4.51754158,3.900850048,5.64802534,-0.579535801,-1.212095574,-2.342579333,,,-0.285468559,-6.860120914,-5.112945622,1.301029996,2.698970004,1.301029996,2.698970004,1.903089987,0.263308088,0.061362695,0.004543815,,,0.518240609,20,157.5,80,500,20,500,0.000000138,0.00000771,-2.823908741,1.5,1,1,0.481329408,1.611813167,0.51054501,2.853124343,1.722640584
DTXSID7032553,62924-70-3,Flumetralin,-3.691865073,-2.690589251,4.853233075,3.851957253,1.384890909,3.177801159,2.386166731,4.179076981,-2.258485866,-2.690589251,-3.691865073,,,-1.372522504,-6.869666232,-5.076755981,1.161368002,2.301029996,1.161368002,2.301029996,1.698970004,0.005514601,0.00203897,0.000203299,,,0.042410901,14.5,90.465,50,200,14.5,200,0.000000135,0.00000838,-5.602059991,0.0025,1,1,1.910194919,2.911470741,0.370883017,4.062748089,3.061472267
DTXSID8024523,63-05-8,"4-Androstene-3,17-dione",-1.580656733,-0.972955909,2.279626738,1.671925914,3.231822546,5.176305218,3.83952337,5.784006042,-0.554941967,-0.972955909,-1.580656733,,,1.729688005,-6.756961951,-4.812479279,0.698970004,1.698970004,0.301029996,1.698970004,1.698970004,0.278649349,0.106425106,0.026262935,,,53.66461333,2,40.60416667,50,50,5,50,0.000000175,0.0000154,,Exclusion,1,1,,,-0.091514981,1.489141752,0.881440928
DTXSID9020247,63-25-2,Carbaryl,0.832266835,1.346407295,-0.230206843,-0.744347304,6.251341859,7.975537944,6.765482319,8.489678405,1.788779403,1.346407295,0.832266835,2.517941114,2.043816299,2.269900794,-7.14327111,-5.419075024,0.602059991,3.096538098,0,3.176091259,1.895422546,61.4864477,22.2027769,6.796210698,329.5650236,110.6155795,186.1661829,1,284.7231959,78.6,1500,4,1248.93,7.19E-08,0.00000381,-3.522878745,0.3,0,0,4.35514558,4.86928604,0.076687766,-0.755579069,-1.269719529
DTXSID7029879,65277-42-1,Ketoconazole,-0.552528088,0.528477104,1.348408105,0.267402914,4.706320313,6.61241581,5.787325505,7.693421002,1.081989738,0.528477104,-0.552528088,,,0.915505786,-7.164943898,-5.258848401,0.795880017,2,0.795880017,2,2,12.07785295,3.376580467,0.28020244,,,8.232008051,6.25,94.140625,100,100,6.25,100,6.84E-08,0.00000551,-2.823908741,1.5,1,1,2.271380653,3.352385845,0.005395032,0.55792312,-0.523082072
DTXSID6023999,66215-27-8,Cyromazine,-3.723185893,-3.355203958,3.899277152,3.531295217,2.364592051,4.235421422,2.732573986,4.603403357,-3.044405226,-3.355203958,-3.723185893,,,1.079386782,-7.958607315,-6.087777943,0.176091259,2.653212514,-0.124938737,2.77815125,1.875061263,0.000902807,0.000441363,0.000189153,,,12.00568052,0.75,153.5486111,75,600,1.5,450,0.000000011,0.000000817,-5.602059991,0.0025,1,1,1.878874099,2.246856033,-0.391741472,3.331444421,2.963462486
DTXSID8024109,66332-96-5,Flutolanil,-1.248134363,-0.176151917,2.947104367,1.875121921,4.501445635,6.466308328,5.573428081,7.538290774,0.40789185,-0.176151917,-1.248134363,,,0.168694987,-7.714442691,-5.749579998,1.698970004,3.522835314,1.643452676,3.522835314,2.837209528,2.557948817,0.66657356,0.056476222,,,1.47467048,44,1071.070588,687.4,3333,50,3333,1.93E-08,0.00000178,-2.823908741,1.5,1,1,1.575774378,2.647756824,1.133794301,2.381928663,1.309946217
DTXSID2032392,66441-23-4,Fenoxaprop-ethyl,-3.264440849,-2.253704151,2.86650084,1.855764142,2.024596032,3.66001219,3.03533273,4.670748888,-1.79608451,-2.253704151,-3.264440849,,,-1.511941854,-6.924453039,-5.289036881,-0.397940009,2,-0.602059991,2,0.954242509,0.015992468,0.005575654,0.00054395,,,0.030765087,0.25,19.52854839,9,100,0.4,100,0.000000119,0.00000514,-2.823908741,1.5,1,1,-0.440532108,0.57020459,-0.692771467,2.571669382,1.560932683
DTXSID7020972,67-20-9,Nitrofurantoin,-2.765031759,-1.711091121,4.242153013,3.188212376,2.766620911,4.676259671,3.820561548,5.730200308,-1.258677544,-1.711091121,-2.765031759,,,-1.606599659,-7.441291429,-5.53165267,1.477121255,2.875061263,1.477121255,2.875061263,2.327971624,0.055121681,0.01944952,0.001717783,,,0.024740037,30,301.4892308,212.8,750,30,750,3.62E-08,0.00000294,-5.602059991,0.0025,1,1,2.837028233,3.89096887,0.686636269,3.451668028,2.39772739
DTXSID6023868,67485-29-4,Hydramethylnon,-2.917295195,-1.759023739,3.297506437,2.13923498,2.129912362,3.906613546,3.288183818,5.064885002,-1.349286683,-1.759023739,-2.917295195,,,-1.330683278,-6.823908741,-5.047207557,0.380211242,1.477121255,0,1.477121255,0.705007959,0.044741786,0.017417117,0.001209776,,,0.046699983,1,9.069090909,5.07,30,2.4,30,0.00000015,0.00000897,-5.602059991,0.0025,1,1,2.684764796,3.843036253,-0.44315497,2.474140225,1.315868769
DTXSID4024270,67747-09-5,Prochloraz,-2.4359685,-1.344637636,2.390211009,1.298880145,3.30158041,5.235651897,4.392911275,6.326982761,-0.765545642,-1.344637636,-2.4359685,,,0.57839341,-7.671620397,-5.73754891,-0.045757491,2.290034611,-0.045757491,2.290034611,1.33243846,0.171575139,0.045223312,0.003664642,,,3.787855557,0.9,50.89884615,21.5,195,0.9,195,2.13E-08,0.00000183,-2.823908741,1.5,1,1,0.387940241,1.479271105,-0.312560225,2.123408274,1.03207741
DTXSID1034634,68157-60-8,Forchlorfenuron,-0.409733104,0.42639086,1.451125789,0.615001825,4.874263553,6.654256101,5.710387517,7.490380065,0.95150525,0.42639086,-0.409733104,,,1.044423252,-7.063989204,-5.283996656,1.041392685,2.918554531,0.84509804,2.966610987,2.546542663,8.943453432,2.669259889,0.389284307,,,11.07702796,7,335.3316456,352,926,11,829,8.63E-08,0.0000052,-2.823908741,1.5,1,1,2.414175637,3.250299601,0.2509077,0.660640803,-0.175483161
DTXSID5035957,68359-37-5,Cyfluthrin,-0.234778632,0.806535609,0.632718641,-0.408595601,3.645457559,5.502770278,4.6867718,6.54408452,1.304082953,0.806535609,-0.234778632,1.391180867,0.46715212,1.453053209,-5.73754891,-3.880236191,0.397940009,2.288919606,0.372912003,2.288919606,1.357934847,20.1410892,6.405242982,0.582400002,24.61392466,2.931920027,28.38266744,2.36,39.10285714,22.8,194.5,2.5,194.5,0.00000183,0.000131754,-2.823908741,1.5,1,0,2.589130109,3.63044435,-0.210701389,0.024077243,-1.017236998
DTXSID2032500,68694-11-1,Triflumizole,-2.520779555,-1.418235981,3.209199377,2.106655803,2.702519261,4.44579669,3.805062835,5.548340263,-0.731755256,-1.418235981,-2.520779555,,,-0.152075787,-6.966576245,-5.223298816,0.688419822,2.599118565,0.544068044,2.741545517,1.773786445,0.185457647,0.038173679,0.003014536,,,0.704570106,3.5,143.52864,59.4,551.5,4.88,397.3,0.000000108,0.00000598,-2.823908741,1.5,1,1,0.303129186,1.40567276,-0.102065163,2.418714391,1.316170818
